id_estacao,data_medicao,acumulado_chuva_15_min,acumulado_chuva_1_h,acumulado_chuva_4_h,acumulado_chuva_24_h,acumulado_chuva_96_h,acumulado_chuva_30_d,data_particao,primary_key
5,2024-03-16T23:00:00,,0.0,0.0,0.0,0.0,8.0,2024-03-16,5_2024-03-16 23:00:00
5,2024-03-16T22:30:00,,0.0,0.0,0.0,0.0,8.0,2024-03-16,5_2024-03-16 22:30:00
5,2024-03-16T22:15:00,,0.0,0.0,0.0,0.0,8.0,2024-03-16,5_2024-03-16 22:15:00
5,2024-03-16T21:15:00,,0.0,0.0,0.0,0.0,8.0,2024-03-16,5_2024-03-16 21:15:00
5,2024-03-16T19:45:00,,0.0,0.0,0.0,0.0,8.0,2024-03-16,5_2024-03-16 19:45:00
5,2024-03-16T17:30:00,,0.0,0.0,0.0,0.0,8.0,2024-03-16,5_2024-03-16 17:30:00
5,2024-03-16T17:15:00,,0.0,0.0,0.0,0.0,8.0,2024-03-16,5_2024-03-16 17:15:00
5,2024-03-16T16:15:00,,0.0,0.0,0.0,0.0,8.0,2024-03-16,5_2024-03-16 16:15:00
5,2024-03-16T15:30:00,,0.0,0.0,0.0,0.0,8.0,2024-03-16,5_2024-03-16 15:30:00
5,2024-03-16T15:45:00,,0.0,0.0,0.0,0.0,8.0,2024-03-16,5_2024-03-16 15:45:00
5,2024-03-16T14:15:00,,0.0,0.0,0.0,0.0,8.0,2024-03-16,5_2024-03-16 14:15:00
5,2024-03-16T11:30:00,,0.0,0.0,0.0,0.0,8.0,2024-03-16,5_2024-03-16 11:30:00
5,2024-03-16T11:00:00,,0.0,0.0,0.0,0.0,8.0,2024-03-16,5_2024-03-16 11:00:00
5,2024-03-16T09:30:00,,0.0,0.0,0.0,0.0,8.0,2024-03-16,5_2024-03-16 09:30:00
5,2024-03-16T08:00:00,,0.0,0.0,0.0,0.0,8.0,2024-03-16,5_2024-03-16 08:00:00
5,2024-03-16T08:30:00,,0.0,0.0,0.0,0.0,8.0,2024-03-16,5_2024-03-16 08:30:00
5,2024-03-16T06:45:00,,0.0,0.0,0.0,0.2,8.0,2024-03-16,5_2024-03-16 06:45:00
5,2024-03-16T06:00:00,,0.0,0.0,0.0,0.4,8.0,2024-03-16,5_2024-03-16 06:00:00
5,2024-03-16T02:00:00,,0.0,0.0,0.0,0.4,8.0,2024-03-16,5_2024-03-16 02:00:00
5,2024-03-16T00:30:00,,0.0,0.0,0.0,0.4,8.0,2024-03-16,5_2024-03-16 00:30:00
5,2024-03-16T03:30:00,,0.0,0.0,0.0,0.4,8.0,2024-03-16,5_2024-03-16 03:30:00
5,2024-03-16T03:15:00,,0.0,0.0,0.0,0.4,8.0,2024-03-16,5_2024-03-16 03:15:00
5,2024-03-16T12:30:00,,0.0,0.0,0.0,0.0,8.0,2024-03-16,5_2024-03-16 12:30:00
5,2024-03-16T12:15:00,,0.0,0.0,0.0,0.0,8.0,2024-03-16,5_2024-03-16 12:15:00
5,2024-03-16T15:00:00,,0.0,0.0,0.0,0.0,8.0,2024-03-16,5_2024-03-16 15:00:00
5,2024-03-16T18:15:00,,0.0,0.0,0.0,0.0,8.0,2024-03-16,5_2024-03-16 18:15:00
5,2024-03-16T19:00:00,,0.0,0.0,0.0,0.0,8.0,2024-03-16,5_2024-03-16 19:00:00
5,2024-03-16T20:30:00,,0.0,0.0,0.0,0.0,8.0,2024-03-16,5_2024-03-16 20:30:00
1,2024-03-16T19:00:00,,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 19:00:00
1,2024-03-16T18:15:00,,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 18:15:00
1,2024-03-16T17:15:00,,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 17:15:00
1,2024-03-16T16:15:00,,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 16:15:00
1,2024-03-16T12:45:00,,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 12:45:00
1,2024-03-16T11:30:00,,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 11:30:00
1,2024-03-16T09:30:00,,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 09:30:00
1,2024-03-16T08:30:00,,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 08:30:00
1,2024-03-16T06:45:00,,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 06:45:00
1,2024-03-16T06:00:00,,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 06:00:00
1,2024-03-16T03:15:00,,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 03:15:00
1,2024-03-16T02:00:00,,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 02:00:00
1,2024-03-16T00:30:00,,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 00:30:00
1,2024-03-16T00:00:00,,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 00:00:00
1,2024-03-16T02:45:00,,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 02:45:00
1,2024-03-16T07:30:00,,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 07:30:00
1,2024-03-16T11:00:00,,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 11:00:00
1,2024-03-16T12:15:00,,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 12:15:00
1,2024-03-16T17:30:00,,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 17:30:00
1,2024-03-16T19:45:00,,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 19:45:00
1,2024-03-16T20:15:00,,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 20:15:00
1,2024-03-16T21:15:00,,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 21:15:00
1,2024-03-16T22:15:00,,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 22:15:00
1,2024-03-16T23:00:00,,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 23:00:00
4,2024-03-16T23:00:00,,0.0,0.0,0.0,0.0,13.6,2024-03-16,4_2024-03-16 23:00:00
4,2024-03-16T22:15:00,,0.0,0.0,0.0,0.0,13.6,2024-03-16,4_2024-03-16 22:15:00
4,2024-03-16T20:15:00,,0.0,0.0,0.0,0.0,13.6,2024-03-16,4_2024-03-16 20:15:00
4,2024-03-16T18:15:00,,0.0,0.0,0.0,0.0,13.6,2024-03-16,4_2024-03-16 18:15:00
4,2024-03-16T16:15:00,,0.0,0.0,0.0,0.0,13.6,2024-03-16,4_2024-03-16 16:15:00
4,2024-03-16T12:30:00,,0.0,0.0,0.0,0.0,13.6,2024-03-16,4_2024-03-16 12:30:00
4,2024-03-16T12:15:00,,0.0,0.0,0.0,0.0,13.6,2024-03-16,4_2024-03-16 12:15:00
4,2024-03-16T09:30:00,,0.0,0.0,0.0,0.0,13.6,2024-03-16,4_2024-03-16 09:30:00
4,2024-03-16T06:45:00,,0.0,0.0,0.0,0.0,13.6,2024-03-16,4_2024-03-16 06:45:00
4,2024-03-16T06:00:00,,0.0,0.0,0.0,0.0,13.6,2024-03-16,4_2024-03-16 06:00:00
4,2024-03-16T00:30:00,,0.0,0.0,0.0,0.0,13.6,2024-03-16,4_2024-03-16 00:30:00
4,2024-03-16T00:00:00,,0.0,0.0,0.0,0.0,13.6,2024-03-16,4_2024-03-16 00:00:00
4,2024-03-16T01:45:00,,0.0,0.0,0.0,0.0,13.6,2024-03-16,4_2024-03-16 01:45:00
4,2024-03-16T07:30:00,,0.0,0.0,0.0,0.0,13.6,2024-03-16,4_2024-03-16 07:30:00
4,2024-03-16T11:00:00,,0.0,0.0,0.0,0.0,13.6,2024-03-16,4_2024-03-16 11:00:00
4,2024-03-16T11:30:00,,0.0,0.0,0.0,0.0,13.6,2024-03-16,4_2024-03-16 11:30:00
4,2024-03-16T17:15:00,,0.0,0.0,0.0,0.0,13.6,2024-03-16,4_2024-03-16 17:15:00
4,2024-03-16T17:30:00,,0.0,0.0,0.0,0.0,13.6,2024-03-16,4_2024-03-16 17:30:00
4,2024-03-16T19:30:00,,0.0,0.0,0.0,0.0,13.6,2024-03-16,4_2024-03-16 19:30:00
4,2024-03-16T21:00:00,,0.0,0.0,0.0,0.0,13.6,2024-03-16,4_2024-03-16 21:00:00
5,2024-03-16T23:30:00,0.0,0.0,0.0,0.0,0.0,8.0,2024-03-16,5_2024-03-16 23:30:00
5,2024-03-16T21:45:00,0.0,0.0,0.0,0.0,0.0,8.0,2024-03-16,5_2024-03-16 21:45:00
5,2024-03-16T22:00:00,0.0,0.0,0.0,0.0,0.0,8.0,2024-03-16,5_2024-03-16 22:00:00
5,2024-03-16T21:30:00,0.0,0.0,0.0,0.0,0.0,8.0,2024-03-16,5_2024-03-16 21:30:00
5,2024-03-16T21:00:00,0.0,0.0,0.0,0.0,0.0,8.0,2024-03-16,5_2024-03-16 21:00:00
5,2024-03-16T20:45:00,0.0,0.0,0.0,0.0,0.0,8.0,2024-03-16,5_2024-03-16 20:45:00
5,2024-03-16T19:30:00,0.0,0.0,0.0,0.0,0.0,8.0,2024-03-16,5_2024-03-16 19:30:00
5,2024-03-16T18:30:00,0.0,0.0,0.0,0.0,0.0,8.0,2024-03-16,5_2024-03-16 18:30:00
5,2024-03-16T18:45:00,0.0,0.0,0.0,0.0,0.0,8.0,2024-03-16,5_2024-03-16 18:45:00
5,2024-03-16T18:00:00,0.0,0.0,0.0,0.0,0.0,8.0,2024-03-16,5_2024-03-16 18:00:00
5,2024-03-16T17:45:00,0.0,0.0,0.0,0.0,0.0,8.0,2024-03-16,5_2024-03-16 17:45:00
5,2024-03-16T16:30:00,0.0,0.0,0.0,0.0,0.0,8.0,2024-03-16,5_2024-03-16 16:30:00
5,2024-03-16T16:45:00,0.0,0.0,0.0,0.0,0.0,8.0,2024-03-16,5_2024-03-16 16:45:00
5,2024-03-16T16:00:00,0.0,0.0,0.0,0.0,0.0,8.0,2024-03-16,5_2024-03-16 16:00:00
5,2024-03-16T14:45:00,0.0,0.0,0.0,0.0,0.0,8.0,2024-03-16,5_2024-03-16 14:45:00
5,2024-03-16T13:45:00,0.0,0.0,0.0,0.0,0.0,8.0,2024-03-16,5_2024-03-16 13:45:00
5,2024-03-16T13:00:00,0.0,0.0,0.0,0.0,0.0,8.0,2024-03-16,5_2024-03-16 13:00:00
5,2024-03-16T12:45:00,0.0,0.0,0.0,0.0,0.0,8.0,2024-03-16,5_2024-03-16 12:45:00
5,2024-03-16T11:45:00,0.0,0.0,0.0,0.0,0.0,8.0,2024-03-16,5_2024-03-16 11:45:00
5,2024-03-16T11:15:00,0.0,0.0,0.0,0.0,0.0,8.0,2024-03-16,5_2024-03-16 11:15:00
5,2024-03-16T10:15:00,0.0,0.0,0.0,0.0,0.0,8.0,2024-03-16,5_2024-03-16 10:15:00
5,2024-03-16T10:00:00,0.0,0.0,0.0,0.0,0.0,8.0,2024-03-16,5_2024-03-16 10:00:00
5,2024-03-16T10:30:00,0.0,0.0,0.0,0.0,0.0,8.0,2024-03-16,5_2024-03-16 10:30:00
5,2024-03-16T08:45:00,0.0,0.0,0.0,0.0,0.0,8.0,2024-03-16,5_2024-03-16 08:45:00
5,2024-03-16T08:15:00,0.0,0.0,0.0,0.0,0.0,8.0,2024-03-16,5_2024-03-16 08:15:00
5,2024-03-16T07:15:00,0.0,0.0,0.0,0.0,0.2,8.0,2024-03-16,5_2024-03-16 07:15:00
5,2024-03-16T07:00:00,0.0,0.0,0.0,0.0,0.2,8.0,2024-03-16,5_2024-03-16 07:00:00
5,2024-03-16T06:15:00,0.0,0.0,0.0,0.0,0.4,8.0,2024-03-16,5_2024-03-16 06:15:00
5,2024-03-16T05:30:00,0.0,0.0,0.0,0.0,0.4,8.0,2024-03-16,5_2024-03-16 05:30:00
5,2024-03-16T05:00:00,0.0,0.0,0.0,0.0,0.4,8.0,2024-03-16,5_2024-03-16 05:00:00
5,2024-03-16T02:45:00,0.0,0.0,0.0,0.0,0.4,8.0,2024-03-16,5_2024-03-16 02:45:00
5,2024-03-16T02:15:00,0.0,0.0,0.0,0.0,0.4,8.0,2024-03-16,5_2024-03-16 02:15:00
5,2024-03-16T01:45:00,0.0,0.0,0.0,0.0,0.4,8.0,2024-03-16,5_2024-03-16 01:45:00
5,2024-03-16T01:15:00,0.0,0.0,0.0,0.0,0.4,8.0,2024-03-16,5_2024-03-16 01:15:00
5,2024-03-16T00:45:00,0.0,0.0,0.0,0.0,0.4,8.0,2024-03-16,5_2024-03-16 00:45:00
5,2024-03-16T00:15:00,0.0,0.0,0.0,0.0,0.4,8.0,2024-03-16,5_2024-03-16 00:15:00
5,2024-03-16T00:00:00,0.0,0.0,0.0,0.0,0.4,8.0,2024-03-16,5_2024-03-16 00:00:00
5,2024-03-16T01:00:00,0.0,0.0,0.0,0.0,0.4,8.0,2024-03-16,5_2024-03-16 01:00:00
5,2024-03-16T01:30:00,0.0,0.0,0.0,0.0,0.4,8.0,2024-03-16,5_2024-03-16 01:30:00
5,2024-03-16T02:30:00,0.0,0.0,0.0,0.0,0.4,8.0,2024-03-16,5_2024-03-16 02:30:00
5,2024-03-16T03:00:00,0.0,0.0,0.0,0.0,0.4,8.0,2024-03-16,5_2024-03-16 03:00:00
5,2024-03-16T03:45:00,0.0,0.0,0.0,0.0,0.4,8.0,2024-03-16,5_2024-03-16 03:45:00
5,2024-03-16T04:00:00,0.0,0.0,0.0,0.0,0.4,8.0,2024-03-16,5_2024-03-16 04:00:00
5,2024-03-16T04:15:00,0.0,0.0,0.0,0.0,0.4,8.0,2024-03-16,5_2024-03-16 04:15:00
5,2024-03-16T04:30:00,0.0,0.0,0.0,0.0,0.4,8.0,2024-03-16,5_2024-03-16 04:30:00
5,2024-03-16T04:45:00,0.0,0.0,0.0,0.0,0.4,8.0,2024-03-16,5_2024-03-16 04:45:00
5,2024-03-16T05:15:00,0.0,0.0,0.0,0.0,0.4,8.0,2024-03-16,5_2024-03-16 05:15:00
5,2024-03-16T05:45:00,0.0,0.0,0.0,0.0,0.4,8.0,2024-03-16,5_2024-03-16 05:45:00
5,2024-03-16T06:30:00,0.0,0.0,0.0,0.0,0.4,8.0,2024-03-16,5_2024-03-16 06:30:00
5,2024-03-16T09:00:00,0.0,0.0,0.0,0.0,0.0,8.0,2024-03-16,5_2024-03-16 09:00:00
5,2024-03-16T09:15:00,0.0,0.0,0.0,0.0,0.0,8.0,2024-03-16,5_2024-03-16 09:15:00
5,2024-03-16T09:45:00,0.0,0.0,0.0,0.0,0.0,8.0,2024-03-16,5_2024-03-16 09:45:00
5,2024-03-16T10:45:00,0.0,0.0,0.0,0.0,0.0,8.0,2024-03-16,5_2024-03-16 10:45:00
5,2024-03-16T12:00:00,0.0,0.0,0.0,0.0,0.0,8.0,2024-03-16,5_2024-03-16 12:00:00
5,2024-03-16T13:15:00,0.0,0.0,0.0,0.0,0.0,8.0,2024-03-16,5_2024-03-16 13:15:00
5,2024-03-16T13:30:00,0.0,0.0,0.0,0.0,0.0,8.0,2024-03-16,5_2024-03-16 13:30:00
5,2024-03-16T14:00:00,0.0,0.0,0.0,0.0,0.0,8.0,2024-03-16,5_2024-03-16 14:00:00
5,2024-03-16T14:30:00,0.0,0.0,0.0,0.0,0.0,8.0,2024-03-16,5_2024-03-16 14:30:00
5,2024-03-16T15:15:00,0.0,0.0,0.0,0.0,0.0,8.0,2024-03-16,5_2024-03-16 15:15:00
5,2024-03-16T17:00:00,0.0,0.0,0.0,0.0,0.0,8.0,2024-03-16,5_2024-03-16 17:00:00
5,2024-03-16T19:15:00,0.0,0.0,0.0,0.0,0.0,8.0,2024-03-16,5_2024-03-16 19:15:00
5,2024-03-16T20:00:00,0.0,0.0,0.0,0.0,0.0,8.0,2024-03-16,5_2024-03-16 20:00:00
5,2024-03-16T20:15:00,0.0,0.0,0.0,0.0,0.0,8.0,2024-03-16,5_2024-03-16 20:15:00
5,2024-03-16T22:45:00,0.0,0.0,0.0,0.0,0.0,8.0,2024-03-16,5_2024-03-16 22:45:00
5,2024-03-16T23:15:00,0.0,0.0,0.0,0.0,0.0,8.0,2024-03-16,5_2024-03-16 23:15:00
1,2024-03-16T23:15:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 23:15:00
1,2024-03-16T23:30:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 23:30:00
1,2024-03-16T22:45:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 22:45:00
1,2024-03-16T22:00:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 22:00:00
1,2024-03-16T20:45:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 20:45:00
1,2024-03-16T18:30:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 18:30:00
1,2024-03-16T16:45:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 16:45:00
1,2024-03-16T16:30:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 16:30:00
1,2024-03-16T16:00:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 16:00:00
1,2024-03-16T15:30:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 15:30:00
1,2024-03-16T14:15:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 14:15:00
1,2024-03-16T13:45:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 13:45:00
1,2024-03-16T13:00:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 13:00:00
1,2024-03-16T12:30:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 12:30:00
1,2024-03-16T12:00:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 12:00:00
1,2024-03-16T11:45:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 11:45:00
1,2024-03-16T10:00:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 10:00:00
1,2024-03-16T08:45:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 08:45:00
1,2024-03-16T06:15:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 06:15:00
1,2024-03-16T06:30:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 06:30:00
1,2024-03-16T05:30:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 05:30:00
1,2024-03-16T05:15:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 05:15:00
1,2024-03-16T04:15:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 04:15:00
1,2024-03-16T04:00:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 04:00:00
1,2024-03-16T03:45:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 03:45:00
1,2024-03-16T02:30:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 02:30:00
1,2024-03-16T02:15:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 02:15:00
1,2024-03-16T00:45:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 00:45:00
1,2024-03-16T00:15:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 00:15:00
1,2024-03-16T01:00:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 01:00:00
1,2024-03-16T01:15:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 01:15:00
1,2024-03-16T01:30:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 01:30:00
1,2024-03-16T01:45:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 01:45:00
1,2024-03-16T03:00:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 03:00:00
1,2024-03-16T03:30:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 03:30:00
1,2024-03-16T04:30:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 04:30:00
1,2024-03-16T04:45:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 04:45:00
1,2024-03-16T05:00:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 05:00:00
1,2024-03-16T05:45:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 05:45:00
1,2024-03-16T07:00:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 07:00:00
1,2024-03-16T07:15:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 07:15:00
1,2024-03-16T07:45:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 07:45:00
1,2024-03-16T08:00:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 08:00:00
1,2024-03-16T08:15:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 08:15:00
1,2024-03-16T09:00:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 09:00:00
1,2024-03-16T09:15:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 09:15:00
1,2024-03-16T09:45:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 09:45:00
1,2024-03-16T10:30:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 10:30:00
1,2024-03-16T10:15:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 10:15:00
1,2024-03-16T10:45:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 10:45:00
1,2024-03-16T11:15:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 11:15:00
1,2024-03-16T13:15:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 13:15:00
1,2024-03-16T13:30:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 13:30:00
1,2024-03-16T14:00:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 14:00:00
1,2024-03-16T14:30:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 14:30:00
1,2024-03-16T14:45:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 14:45:00
1,2024-03-16T15:00:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 15:00:00
1,2024-03-16T15:15:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 15:15:00
1,2024-03-16T15:45:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 15:45:00
1,2024-03-16T17:00:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 17:00:00
1,2024-03-16T17:45:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 17:45:00
1,2024-03-16T18:00:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 18:00:00
1,2024-03-16T18:45:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 18:45:00
1,2024-03-16T19:15:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 19:15:00
1,2024-03-16T19:30:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 19:30:00
1,2024-03-16T20:00:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 20:00:00
1,2024-03-16T20:30:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 20:30:00
1,2024-03-16T21:00:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 21:00:00
1,2024-03-16T21:30:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 21:30:00
1,2024-03-16T21:45:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 21:45:00
1,2024-03-16T22:30:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-16,1_2024-03-16 22:30:00
4,2024-03-16T23:30:00,0.0,0.0,0.0,0.0,0.0,13.6,2024-03-16,4_2024-03-16 23:30:00
4,2024-03-16T22:45:00,0.0,0.0,0.0,0.0,0.0,13.6,2024-03-16,4_2024-03-16 22:45:00
4,2024-03-16T22:30:00,0.0,0.0,0.0,0.0,0.0,13.6,2024-03-16,4_2024-03-16 22:30:00
4,2024-03-16T22:00:00,0.0,0.0,0.0,0.0,0.0,13.6,2024-03-16,4_2024-03-16 22:00:00
4,2024-03-16T21:15:00,0.0,0.0,0.0,0.0,0.0,13.6,2024-03-16,4_2024-03-16 21:15:00
4,2024-03-16T20:30:00,0.0,0.0,0.0,0.0,0.0,13.6,2024-03-16,4_2024-03-16 20:30:00
4,2024-03-16T19:15:00,0.0,0.0,0.0,0.0,0.0,13.6,2024-03-16,4_2024-03-16 19:15:00
4,2024-03-16T19:00:00,0.0,0.0,0.0,0.0,0.0,13.6,2024-03-16,4_2024-03-16 19:00:00
4,2024-03-16T18:30:00,0.0,0.0,0.0,0.0,0.0,13.6,2024-03-16,4_2024-03-16 18:30:00
4,2024-03-16T17:00:00,0.0,0.0,0.0,0.0,0.0,13.6,2024-03-16,4_2024-03-16 17:00:00
4,2024-03-16T16:30:00,0.0,0.0,0.0,0.0,0.0,13.6,2024-03-16,4_2024-03-16 16:30:00
4,2024-03-16T16:45:00,0.0,0.0,0.0,0.0,0.0,13.6,2024-03-16,4_2024-03-16 16:45:00
4,2024-03-16T14:30:00,0.0,0.0,0.0,0.0,0.0,13.6,2024-03-16,4_2024-03-16 14:30:00
4,2024-03-16T14:15:00,0.0,0.0,0.0,0.0,0.0,13.6,2024-03-16,4_2024-03-16 14:15:00
4,2024-03-16T13:30:00,0.0,0.0,0.0,0.0,0.0,13.6,2024-03-16,4_2024-03-16 13:30:00
4,2024-03-16T12:45:00,0.0,0.0,0.0,0.0,0.0,13.6,2024-03-16,4_2024-03-16 12:45:00
4,2024-03-16T11:15:00,0.0,0.0,0.0,0.0,0.0,13.6,2024-03-16,4_2024-03-16 11:15:00
4,2024-03-16T09:45:00,0.0,0.0,0.0,0.0,0.0,13.6,2024-03-16,4_2024-03-16 09:45:00
4,2024-03-16T08:30:00,0.0,0.0,0.0,0.0,0.0,13.6,2024-03-16,4_2024-03-16 08:30:00
4,2024-03-16T07:15:00,0.0,0.0,0.0,0.0,0.0,13.6,2024-03-16,4_2024-03-16 07:15:00
4,2024-03-16T06:30:00,0.0,0.0,0.0,0.0,0.0,13.6,2024-03-16,4_2024-03-16 06:30:00
4,2024-03-16T06:15:00,0.0,0.0,0.0,0.0,0.0,13.6,2024-03-16,4_2024-03-16 06:15:00
4,2024-03-16T05:45:00,0.0,0.0,0.0,0.0,0.0,13.6,2024-03-16,4_2024-03-16 05:45:00
